Date,Time,Temperature (F),Wind Speed (mph),Wind Direction,Max Wind Gust (mph),Avg Solar Rad (Cal/cm2/min),Avg Quantum (uE/sec/m2),Water Temp (F),Rainfall (In)
11/15/15,18:00:00,25.7,17.17,72,23.48,0,23,25,0
11/15/15,19:00:00,25.5,17.5,73,23.65,0,0,25,0
11/15/15,20:00:00,25.7,19.92,72,26.87,0,0,25,0
11/15/15,21:00:00,25.6,19.23,76,24.68,0,0,24.9,0
11/15/15,22:00:00,25.6,18.24,67,24.75,0,0,24.8,0
11/15/15,23:00:00,25.6,17.78,68,25.27,0,0,24.8,0
11/15/15,24:00:00,25.7,15.86,76,21.17,0,0,24.8,0
11/16/15,1:00:00,25.5,14.33,80,19.95,0,0,24.8,0
11/16/15,2:00:00,25.5,14.34,89,20.5,0,0,24.8,0
11/16/15,3:00:00,25.6,15.07,90,20.8,0,0,24.8,0
11/16/15,4:00:00,25.6,12.38,86,17.38,0,0,24.7,0
11/16/15,5:00:00,25.5,12.13,98,19.55,0,0,24.7,0
11/16/15,6:00:00,25.5,10.15,93,15.41,0,0,24.7,0
11/16/15,7:00:00,25.5,8.69,98,14.2,0,3,24.7,0
11/16/15,8:00:00,25.7,10.1,92,16.81,0.081,152,24.6,0
11/16/15,9:00:00,26,10.48,86,15.5,0.388,490,24.6,0
11/16/15,10:00:00,26.2,13.16,81,19.46,0.77,896,24.7,0
11/16/15,11:00:00,26.1,14.72,73,18.04,0.799,938,24.8,0
11/16/15,12:00:00,26.2,14.52,70,18.46,1.146,1290,24.9,0
11/16/15,13:00:00,26.2,14.74,72,18.26,1.153,1295,25,0
11/16/15,14:00:00,26.1,13.79,67,18.37,1.02,1159,25.1,0
11/16/15,15:00:00,26.2,13.97,59,18.68,0.901,1030,25.2,0
11/16/15,16:00:00,26.3,13.9,66,17.38,0.582,697,25.2,0
11/16/15,17:00:00,26.1,13.36,68,16.79,0.139,235,25.2,0
11/16/15,18:00:00,25.8,10.89,67,14.16,0,23,25.1,0
11/16/15,19:00:00,25.7,9.18,62,12.49,0,0,25.1,0
11/16/15,20:00:00,25.7,10.93,65,15.19,0,0,25,0
11/16/15,21:00:00,25.7,14.26,76,19.71,0,0,24.9,0
11/16/15,22:00:00,25.7,13.65,82,18.02,0,0,24.9,0
11/16/15,23:00:00,25.6,11.73,86,16.22,0,0,24.9,0
11/16/15,24:00:00,25.7,14.32,80,19.49,0,0,24.9,0
11/17/15,1:00:00,25.5,8.81,125,17.65,0,0,24.8,0
11/17/15,2:00:00,23.9,1.73,191,3.86,0,0,24.8,0
11/17/15,3:00:00,23,1.42,211,4.6,0,0,24.7,0
11/17/15,4:00:00,22.8,2.28,251,4.74,0,0,24.8,0
11/17/15,5:00:00,22.5,0.83,206,3.22,0,0,24.8,0
11/17/15,6:00:00,22.4,1.47,213,4.78,0,0,24.8,0
11/17/15,7:00:00,22.6,1.19,252,3,0,1,24.8,0
11/17/15,8:00:00,22.9,1.23,301,3.86,0.012,76,24.8,0
11/17/15,9:00:00,24.8,0.96,170,4.34,0.334,442,24.9,0
11/17/15,10:00:00,25,2.68,100,5.66,0.492,613,24.9,0
11/17/15,11:00:00,25.5,3.05,256,9.82,0.523,656,24.9,0
11/17/15,12:00:00,25.3,7.4,4,16.92,0.631,776,24.9,0
11/17/15,13:00:00,25.3,16.31,70,21.39,0.829,984,25.2,0
11/17/15,14:00:00,25.2,16.09,74,20.1,0.608,754,25.3,0
11/17/15,15:00:00,25,16,80,21.17,0.356,483,25.2,0
11/17/15,16:00:00,24.3,14.65,63,20.98,0.215,324,25.1,0.01
11/17/15,17:00:00,22.7,2.35,209,8.5,0.02,97,25.1,0.01
11/17/15,18:00:00,22.8,1.98,228,4.84,0,5,25,0.03
11/17/15,19:00:00,24.2,7.25,47,17.91,0,0,25,0
11/17/15,20:00:00,25.7,14.15,69,19.16,0,0,25,0
11/17/15,21:00:00,25.6,13.58,67,18.13,0,0,24.9,0
11/17/15,22:00:00,25.6,13.27,65,17.54,0,0,24.9,0
11/17/15,23:00:00,25.5,12.74,75,19.36,0,0,24.9,0
11/17/15,24:00:00,25.4,10.05,72,14.53,0,0,24.9,0
11/18/15,1:00:00,25.4,9.26,56,13.06,0,0,24.8,0
11/18/15,2:00:00,25.2,6.83,45,12.45,0,0,24.8,0
11/18/15,3:00:00,25.1,5.74,39,9.05,0,0,24.6,0
11/18/15,4:00:00,24.3,2.87,242,7.91,0,0,24.5,0
11/18/15,5:00:00,23.2,1.67,228,4.14,0,0,24.6,0
11/18/15,6:00:00,23.1,1.58,233,4.89,0,0,24.6,0
11/18/15,7:00:00,23.3,0.91,217,3.92,0,0,24.7,0
11/18/15,8:00:00,23.8,6.8,99,16.66,0.002,42,24.8,0
11/18/15,9:00:00,23.9,4.47,30,9.34,0.059,147,24.8,0
11/18/15,10:00:00,23.8,3.53,192,10.92,0.227,343,24.8,0.01
11/18/15,11:00:00,24.9,2.4,289,7.87,0.538,680,24.9,0
11/18/15,12:00:00,26.1,10.57,68,14.82,1.077,1233,24.9,0
11/18/15,13:00:00,26.3,11.72,73,14.86,1.161,1311,25.1,0
11/18/15,14:00:00,26.2,10.54,67,14.6,0.843,991,25.1,0
11/18/15,15:00:00,26.1,10.06,62,13.5,0.578,716,25.2,0
11/18/15,16:00:00,26.1,9.53,63,13.98,0.551,673,25.3,0
11/18/15,17:00:00,26,8.86,61,13.2,0.048,146,25.3,0
11/18/15,18:00:00,25.9,7.25,61,10.76,0,18,25.3,0
11/18/15,19:00:00,25.8,6.63,62,10.21,0,0,25.3,0
11/18/15,20:00:00,25.8,4.52,34,7.12,0,0,25.2,0
11/18/15,21:00:00,25.4,3.37,34,9.38,0,0,25.2,0.02
11/18/15,22:00:00,25.8,5.45,55,8.13,0,0,25.2,0
11/18/15,23:00:00,25.9,5.11,36,7.78,0,0,25.2,0
11/18/15,24:00:00,25.9,5.59,35,8.83,0,0,25.1,0
11/19/15,1:00:00,25.7,6.26,38,12.14,0,0,25.1,0
11/19/15,2:00:00,25.7,7.7,63,11.22,0,0,25.1,0
11/19/15,3:00:00,25.7,6.42,35,11.46,0,0,25,0
11/19/15,4:00:00,25.8,11.02,43,17.38,0,0,25,0
11/19/15,5:00:00,25.7,9.79,84,15.43,0,0,25,0
11/19/15,6:00:00,25.7,11.84,76,16.22,0,0,25,0
11/19/15,7:00:00,25.8,12.05,65,17.43,0,0,25,0
11/19/15,8:00:00,25.9,14.44,67,19.09,0.055,122,25,0
11/19/15,9:00:00,26,13.83,89,19.4,0.074,179,25,0
11/19/15,10:00:00,26.2,12.34,96,19.62,0.207,330,25,0
11/19/15,11:00:00,26.1,14.7,76,20.14,0.267,402,25.1,0
11/19/15,12:00:00,26.3,14.32,76,18.41,0.343,490,25.1,0
11/19/15,13:00:00,26.3,12.29,76,18.17,0.522,688,25.1,0
11/19/15,14:00:00,26.2,11.43,74,14.49,0.317,465,25.2,0
11/19/15,15:00:00,25.6,9.3,59,12.6,0.036,119,25.2,0.04
11/19/15,16:00:00,25,11.11,74,15.06,0.037,126,25.2,0.07
11/19/15,17:00:00,25.1,11.46,61,16,0.002,55,25.2,0.01
11/19/15,18:00:00,25.3,11.35,58,15.45,0.002,21,25.2,0.01
11/19/15,19:00:00,25.3,13.58,61,18.15,0,0,25.1,0
11/19/15,20:00:00,25.3,13.24,63,18.81,0,0,25.1,0.03
11/19/15,21:00:00,24.9,13.11,83,19.82,0,0,25.1,0.04
11/19/15,22:00:00,24.7,9.1,90,14.16,0,0,25.1,0.02
11/19/15,23:00:00,24.8,12.53,82,18.04,0,0,25.1,0
11/19/15,24:00:00,25,13.63,84,18.17,0,0,25,0
11/20/15,1:00:00,25,14.32,79,23.1,0,0,25,0.02
11/20/15,2:00:00,24.3,15.22,86,21.96,0,0,25,0.1
11/20/15,3:00:00,23.6,13.23,73,24.16,0,0,25,0.16
11/20/15,4:00:00,23.2,8.15,45,14.75,0,0,25,0.17
11/20/15,5:00:00,23.8,11.23,92,21.44,0,0,25,0.18
11/20/15,6:00:00,24.1,18.06,98,25.95,0,0,24.9,0.11
11/20/15,7:00:00,24.1,18.36,98,25.23,0,0,24.9,0.12
11/20/15,8:00:00,24.2,18.51,98,26.55,0,9,24.9,0.04
11/20/15,9:00:00,23.7,12.72,103,20.23,0.001,43,24.9,0.11
11/20/15,10:00:00,24,5.15,150,15.59,0.242,374,24.9,0
11/20/15,11:00:00,24.6,3.2,140,8.5,0.248,381,24.9,0
11/20/15,12:00:00,24.6,1.32,216,3.75,0.156,280,24.9,0.01
11/20/15,13:00:00,24.1,1.36,204,4.14,0.175,304,24.9,0.02
11/20/15,14:00:00,24,3.6,139,7.63,0.224,358,24.9,0.04
11/20/15,15:00:00,24.6,2.19,153,7.32,0.098,205,24.9,0
11/20/15,16:00:00,24.6,4.57,112,8.68,0.056,154,24.9,0
11/20/15,17:00:00,24.7,2.46,71,5.96,0,45,24.9,0
11/20/15,18:00:00,23.8,1.69,280,4.8,0,2,24.9,0.1
11/20/15,19:00:00,23.3,1.4,254,3.57,0,0,25,0.18
11/20/15,20:00:00,23.1,0.96,257,3.66,0,0,24.9,0.01
11/20/15,21:00:00,23.2,0.81,207,2.78,0,0,24.9,0.04
11/20/15,22:00:00,23.3,0.2,230,1.62,0,0,24.9,0
11/20/15,23:00:00,23.3,0.93,237,2.85,0,0,24.9,0
11/20/15,24:00:00,23.2,1.09,284,3.55,0,0,24.9,0
11/21/15,1:00:00,23.3,0.85,209,3.2,0,0,24.9,0
11/21/15,2:00:00,23.3,2.38,273,6.34,0,0,24.9,0.02
11/21/15,3:00:00,23.5,2.33,284,6.27,0,0,24.9,0.12
11/21/15,4:00:00,23.5,2.51,121,5.88,0,0,24.9,0.06
11/21/15,5:00:00,23.7,4.59,129,8.55,0,0,24.9,0
11/21/15,6:00:00,24.1,6.9,125,10.61,0,0,24.9,0
11/21/15,7:00:00,23.9,5.82,138,10.94,0,0,24.8,0.01
11/21/15,8:00:00,24.7,3.65,190,13.46,0.023,82,24.9,0
11/21/15,9:00:00,24.9,3.48,174,10.35,0.065,160,24.9,0.06
11/21/15,10:00:00,26,5.44,149,13,0.365,507,24.9,0
11/21/15,11:00:00,26.6,6.47,195,17.19,0.246,383,24.9,0
11/21/15,12:00:00,26.3,10.31,196,20.12,0.375,531,24.9,0
11/21/15,13:00:00,26.2,7.48,194,17.05,0.512,687,24.9,0
11/21/15,14:00:00,26.2,10.61,195,19.46,0.468,635,25,0
11/21/15,15:00:00,27.1,7.54,194,19.6,0.648,805,25,0
11/21/15,16:00:00,27.4,6.51,195,14.91,0.429,562,25,0
11/21/15,17:00:00,26.9,6.01,196,17.4,0.017,68,25.1,0
11/21/15,18:00:00,26.8,5.82,195,21.24,0,4,25.3,0
11/21/15,19:00:00,26.8,6.51,193,14.18,0,0,25.2,0
11/21/15,20:00:00,26.8,6.86,195,15.98,0,0,25.2,0
11/21/15,21:00:00,26.8,5.66,193,14.12,0,0,25.1,0
11/21/15,22:00:00,26.8,4.05,198,12.6,0,0,25.1,0
11/21/15,23:00:00,26.8,3.74,196,13.33,0,0,25.1,0
11/21/15,24:00:00,26.6,5.28,197,13.88,0,0,25.1,0
11/22/15,1:00:00,26.4,3.06,187,11.11,0,0,25.1,0
11/22/15,2:00:00,25.9,3.38,154,7.87,0,0,25.1,0
11/22/15,3:00:00,24.2,1.77,302,6.6,0,0,25.1,0.07
11/22/15,4:00:00,24.2,3.34,26,5.13,0,0,25,0.01
11/22/15,5:00:00,24.3,5.26,88,7.37,0,0,25.1,0.03
11/22/15,6:00:00,24.1,4.65,96,7.69,0,0,24.9,0.02
11/22/15,7:00:00,24,2.52,119,6.09,0,0,24.8,0.22
11/22/15,8:00:00,23.9,2.74,131,6.6,0,29,24.8,0.02
11/22/15,9:00:00,24.2,2.76,154,7.32,0.097,204,24.9,0
11/22/15,10:00:00,25.6,4.07,197,10.15,0.209,340,25,0
11/22/15,11:00:00,26.3,2.02,192,8.29,0.387,538,25.1,0
11/22/15,12:00:00,26.5,1.89,184,10.19,0.44,600,25.1,0
11/22/15,13:00:00,25.6,2.41,181,6.51,0.175,320,25.2,0.05
11/22/15,14:00:00,25,8.74,114,13.31,0.409,574,25.2,0.02
11/22/15,15:00:00,25.8,3.89,155,9.34,0.296,432,25.3,0
11/22/15,16:00:00,25.9,2.83,193,7.23,0.115,226,25.3,0.01
11/22/15,17:00:00,26.1,3.2,199,7.61,0.053,136,25.2,0
11/22/15,18:00:00,25.4,2.3,242,8.92,0,4,25.2,0
11/22/15,19:00:00,24.8,5.5,346,8.92,0,0,25.2,0
11/22/15,20:00:00,24.6,3.64,19,5.85,0,0,25.3,0.02
11/22/15,21:00:00,24.3,2.37,163,5.68,0,0,25.3,0.02
11/22/15,22:00:00,24.1,0.4,168,1.82,0,0,25.3,0
11/22/15,23:00:00,24.1,0.61,225,2.48,0,0,25.2,0
11/22/15,24:00:00,24,0.58,181,3.42,0,0,25.2,0
11/23/15,1:00:00,24,1.36,258,4.91,0,0,25.2,0
11/23/15,2:00:00,23.9,0.9,304,2.72,0,0,25.2,0.01
11/23/15,3:00:00,24.1,1.51,150,5.3,0,0,25.2,0
11/23/15,4:00:00,24.1,1.51,116,6.4,0,0,25.2,0
11/23/15,5:00:00,23.9,1.49,295,5.22,0,0,25.2,0.01
11/23/15,6:00:00,24.4,3.07,210,9.4,0,0,25.2,0
11/23/15,7:00:00,24.1,1.71,232,5.98,0,0,25.2,0.05
11/23/15,8:00:00,23.8,5.02,332,13.85,0.013,50,25.2,0.1
11/23/15,9:00:00,23.6,12.66,346,17.73,0.116,210,25.2,0.05
11/23/15,10:00:00,23.2,4.61,307,11.53,0.011,81,25.2,0.31
11/23/15,11:00:00,23.3,4.43,327,7.39,0.223,362,25.2,0.22
11/23/15,12:00:00,23.7,3.4,343,5.66,0.277,421,25.2,0
11/23/15,13:00:00,24.3,5.39,340,8,0.988,1173,25.3,0
11/23/15,14:00:00,24.6,8.36,348,10.61,0.498,659,25.3,0
11/23/15,15:00:00,24.7,10.11,340,13.7,0.18,307,25.5,0
11/23/15,16:00:00,24,9.99,326,12.82,0.089,201,25.6,0.01
11/23/15,17:00:00,23.7,9.29,328,12.95,0.009,93,25.7,0.01
11/23/15,18:00:00,23.6,8.98,325,13.5,0,6,25.7,0
11/23/15,19:00:00,23.9,6.07,318,13.22,0,0,25.5,0
11/23/15,20:00:00,23.7,1.57,211,4.14,0,0,25.4,0
11/23/15,21:00:00,23.4,2.21,202,4.8,0,0,25.4,0.01
11/23/15,22:00:00,23.2,1.29,217,3.22,0,0,25.3,0
11/23/15,23:00:00,23.4,1.61,205,3.11,0,0,25.3,0
11/23/15,24:00:00,23.4,3.66,285,11.92,0,0,25.3,0
11/24/15,1:00:00,23.2,2.18,245,9.95,0,0,25.3,0
11/24/15,2:00:00,23.1,1.86,199,5.15,0,0,25.3,0
11/24/15,3:00:00,23.4,1.75,192,4.84,0,0,25.3,0
11/24/15,4:00:00,23.3,1.42,212,4.01,0,0,25.3,0
11/24/15,5:00:00,23.2,1.49,227,3.4,0,0,25.3,0
11/24/15,6:00:00,23.2,1.19,224,3.99,0,0,25.3,0
11/24/15,7:00:00,23.3,0.77,199,2.81,0,0,25.3,0
11/24/15,8:00:00,23.5,1.13,197,2.98,0.005,36,25.3,0
11/24/15,9:00:00,24.3,1.11,240,3.92,0.075,169,25.2,0
11/24/15,10:00:00,25,0.68,256,4.01,0.087,187,25.1,0
11/24/15,11:00:00,25.3,1.17,299,4.52,0.256,380,25.1,0
11/24/15,12:00:00,24.8,3.32,307,7.37,0.174,292,25.2,0
11/24/15,13:00:00,25,5.49,332,14.38,0.195,316,25.2,0
11/24/15,14:00:00,25.1,5.06,332,8.99,0.312,446,25.2,0
11/24/15,15:00:00,25,1.22,330,6.29,0.217,330,25.3,0
11/24/15,16:00:00,24.3,2.87,298,7.54,0.043,130,25.3,0
11/24/15,17:00:00,23.9,1.45,222,4.41,0.014,80,25.3,0
11/24/15,18:00:00,23.5,2.37,291,10.15,0,1,25.1,0.01
11/24/15,19:00:00,24,10.96,6,20.45,0,0,25.1,0
11/24/15,20:00:00,25,12.87,4,19.42,0,0,25.1,0
11/24/15,21:00:00,25.4,14.39,2,19.03,0,0,24.9,0
11/24/15,22:00:00,25,13.71,358,20.71,0,0,24.7,0.01
11/24/15,23:00:00,25.3,13.91,4,17.95,0,0,25,0
11/24/15,24:00:00,25.3,12.39,7,17.43,0,0,25,0
11/25/15,1:00:00,25.2,11.49,6,15.54,0,0,25,0
11/25/15,2:00:00,25.1,12.84,4,20.34,0,0,25,0
11/25/15,3:00:00,25.1,15.08,4,19.53,0,0,24.9,0
11/25/15,4:00:00,24.1,14.87,16,20.34,0,0,24.6,0
11/25/15,5:00:00,23.6,12.12,339,20.78,0,0,24.4,0
11/25/15,6:00:00,24.1,8.27,339,15.48,0,0,24.3,0
11/25/15,7:00:00,23.1,3.6,321,12.03,0,0,24.3,0
11/25/15,8:00:00,22.6,2.68,288,9.49,0,14,24.4,0
11/25/15,9:00:00,22.8,2.68,234,8.77,0.019,90,24.5,0
11/25/15,10:00:00,24.1,5.09,223,15.67,0.22,338,24.6,0
11/25/15,11:00:00,25.2,15.11,16,22.58,0.327,464,24.6,0
11/25/15,12:00:00,25.3,15.27,9,19.73,0.496,651,24.7,0
11/25/15,13:00:00,25.2,16.93,2,21.81,0.479,633,24.7,0
11/25/15,14:00:00,25.5,18.13,12,21.33,0.374,517,24.9,0
11/25/15,15:00:00,25.5,19.01,10,24.62,0.271,401,24.9,0
11/25/15,16:00:00,24.5,17.13,11,23.54,0.073,177,25,0
11/25/15,17:00:00,24.9,19.26,11,26.94,0.024,103,24.9,0
11/25/15,18:00:00,25.1,20.77,4,27.25,0,2,24.8,0
11/25/15,19:00:00,24,18.83,10,28.72,0,0,24.5,0.03
11/25/15,20:00:00,24.1,17.95,10,28.45,0,0,24.6,0.01
11/25/15,21:00:00,24.5,18.69,15,25.49,0,0,24.6,0.01
11/25/15,22:00:00,24.2,16.7,13,25.03,0,0,24.6,0.01
11/25/15,23:00:00,25,18.02,22,24.24,0,0,24.6,0
11/25/15,24:00:00,25,17.77,16,25.43,0,0,24.2,0
11/26/15,1:00:00,24.6,16.74,24,26.52,0,0,24.1,0.04
11/26/15,2:00:00,25.2,18.34,25,28.56,0,0,24.2,0
11/26/15,3:00:00,24.5,17.76,17,27.25,0,0,24.2,0
11/26/15,4:00:00,24,16.62,24,26.15,0,0,24.2,0
11/26/15,5:00:00,24.1,16.86,22,23.83,0,0,24.2,0.01
11/26/15,6:00:00,23.6,15.43,28,21.7,0,0,24.2,0.01
11/26/15,7:00:00,24.2,13.1,35,21.04,0,1,24.3,0
11/26/15,8:00:00,24.4,10.18,32,14.95,0.012,74,24.4,0.01
11/26/15,9:00:00,24.9,11.43,37,22.18,0.034,117,24.3,0
11/26/15,10:00:00,24.8,14.69,50,25.8,0.108,221,24.4,0
11/26/15,11:00:00,25.2,17.03,41,23.28,0.348,490,24.5,0
11/26/15,12:00:00,25.2,17.37,37,24.07,0.259,403,24.6,0
11/26/15,13:00:00,24.8,15.89,33,25.84,0.347,507,24.7,0
11/26/15,14:00:00,24.1,16.72,24,24.92,0.218,362,24.8,0.03
11/26/15,15:00:00,23.7,18.76,22,26.94,0.104,227,24.7,0.04
11/26/15,16:00:00,24,21.75,18,28.72,0.049,149,24.6,0.01
11/26/15,17:00:00,23.6,19.88,19,26.02,0.006,69,24.6,0.02
11/26/15,18:00:00,23.8,18.8,22,26.96,0,1,24.6,0.06
11/26/15,19:00:00,24.2,17.17,29,24.75,0,0,24.5,0.01
11/26/15,20:00:00,24,16.17,38,23.5,0,0,24.4,0.08
11/26/15,21:00:00,24.1,13.58,30,23.94,0,0,24.4,0.07
11/26/15,22:00:00,24.7,15.04,21,19.18,0,0,24.4,0
11/26/15,23:00:00,24.9,11.94,32,18.68,0,0,24.4,0
11/26/15,24:00:00,24.9,9.81,37,16.4,0,0,24.4,0
11/27/15,1:00:00,25.3,12.36,30,16.9,0,0,24.4,0
11/27/15,2:00:00,24.4,10.73,49,19.33,0,0,24.4,0.04
11/27/15,3:00:00,24.2,11.1,48,20.45,0,0,24.3,0.03
11/27/15,4:00:00,25,14.7,41,21.99,0,0,24.3,0.01
11/27/15,5:00:00,24.7,12.69,50,17.93,0,0,24.2,0.07
11/27/15,6:00:00,25.2,12.71,46,18.06,0,0,24.2,0
11/27/15,7:00:00,25.2,12.46,47,17.29,0,0,24.2,0
11/27/15,8:00:00,25.4,11.39,46,18.37,0.041,91,24.3,0
11/27/15,9:00:00,25.8,12.2,43,17.08,0.18,289,24.3,0
11/27/15,10:00:00,25.8,14.78,37,22.77,0.318,444,24.4,0
11/27/15,11:00:00,25.9,15.67,38,23.15,0.611,757,24.4,0
11/27/15,12:00:00,26.2,15.97,36,20.98,0.936,1097,24.6,0
11/27/15,13:00:00,26.2,15.68,50,20.01,0.842,1002,24.9,0
11/27/15,14:00:00,25.9,15.81,50,21.35,0.547,697,24.9,0
11/27/15,15:00:00,25.9,16.19,52,21.17,0.329,465,24.9,0
11/27/15,16:00:00,26,16.24,52,23.19,0.284,412,24.9,0
11/27/15,17:00:00,25.9,15.68,52,21.68,0.038,136,24.9,0
11/27/15,18:00:00,25.8,14.28,47,22.23,0,23,25,0
11/27/15,19:00:00,25.8,14.19,44,19.77,0,0,24.9,0
11/27/15,20:00:00,25.8,13.72,44,18.94,0,0,24.8,0
11/27/15,21:00:00,25.7,12.99,42,18.61,0,0,24.7,0
11/27/15,22:00:00,25.6,12.98,35,18.94,0,0,24.6,0
11/27/15,23:00:00,25.6,13.15,33,17.23,0,0,24.5,0
11/27/15,24:00:00,25.5,13.42,36,18.65,0,0,24.5,0
11/28/15,1:00:00,25.4,13.37,32,18.3,0,0,24.4,0
11/28/15,2:00:00,25.4,13.48,31,18.28,0,0,24.4,0
11/28/15,3:00:00,25.2,14.26,28,25.47,0,0,24.4,0.03
11/28/15,4:00:00,25.2,14.04,28,21,0,0,24.5,0
11/28/15,5:00:00,25.2,15.77,31,20.01,0,0,24.6,0
11/28/15,6:00:00,25.2,15.06,28,20.43,0,0,24.6,0
11/28/15,7:00:00,25.2,15.45,27,19.25,0,0,24.4,0
11/28/15,8:00:00,25.2,14.9,28,20.08,0.066,126,24.3,0
11/28/15,9:00:00,25.4,16.74,23,23.17,0.229,333,24.2,0
11/28/15,10:00:00,25.7,20.48,20,25.47,0.556,682,24.2,0
11/28/15,11:00:00,25.8,19.53,23,25.78,0.687,821,24.5,0
11/28/15,12:00:00,25.8,20.13,19,26.35,1.069,1206,24.7,0
11/28/15,13:00:00,25.8,20.17,23,25.08,1.069,1210,24.9,0
11/28/15,14:00:00,25.8,19.79,25,23.98,0.934,1071,25,0
11/28/15,15:00:00,25.8,19.68,25,24.79,0.691,821,25,0
11/28/15,16:00:00,25.7,18.77,24,23.76,0.355,471,25,0
11/28/15,17:00:00,25.6,18.82,25,24.64,0.026,122,25,0
11/28/15,18:00:00,25.4,16.68,25,24.07,0,16,25,0
11/28/15,19:00:00,25,18.07,13,23.37,0,0,24.8,0
11/28/15,20:00:00,24.8,17.41,13,25.6,0,0,24.6,0
11/28/15,21:00:00,24.8,15.47,15,20.08,0,0,24.4,0
11/28/15,22:00:00,25.3,14.96,34,21.02,0,0,24.3,0
11/28/15,23:00:00,25.3,16.14,31,27.88,0,0,24.4,0
11/28/15,24:00:00,24,13.93,32,21.7,0,0,24.4,0
11/29/15,1:00:00,24,14.8,34,22.03,0,0,24.4,0.04
11/29/15,2:00:00,24.5,15.39,45,28.65,0,0,24.4,0
11/29/15,3:00:00,24.7,15.39,45,25.54,0,0,24.3,0
11/29/15,4:00:00,24.8,15.64,42,22.6,0,0,24.3,0
11/29/15,5:00:00,25.1,16.12,45,23.13,0,0,24.1,0
11/29/15,6:00:00,25.1,14.64,48,22.82,0,0,24.1,0
11/29/15,7:00:00,25.3,15.03,46,21,0,0,24.2,0
11/29/15,8:00:00,25.3,14.13,45,21.72,0.009,66,24.3,0
11/29/15,9:00:00,25.6,14.58,52,20.98,0.325,430,24.4,0
11/29/15,10:00:00,25.7,14.45,57,19.14,0.552,674,24.3,0
11/29/15,11:00:00,25.8,15.06,57,18.92,0.86,993,24.4,0
11/29/15,12:00:00,25.9,14.34,57,19.2,0.993,1133,24.6,0
11/29/15,13:00:00,25.9,14.35,50,18.41,0.997,1140,24.8,0
11/29/15,14:00:00,25.9,13.27,41,19.46,0.869,1009,24.8,0
11/29/15,15:00:00,25.1,14.86,32,28.43,0.327,457,24.9,0.02
11/29/15,16:00:00,24.7,10.04,45,14.84,0.227,348,25,0
11/29/15,17:00:00,25.5,12.91,36,17.82,0.03,109,25,0
11/29/15,18:00:00,25.6,14.38,43,20.45,0,15,24.9,0
11/29/15,19:00:00,25.5,14.65,55,19.75,0,0,24.9,0
11/29/15,20:00:00,25.5,15.08,59,20.8,0,0,24.9,0
11/29/15,21:00:00,25.5,13.85,56,18.9,0,0,24.8,0
11/29/15,22:00:00,25.3,11.28,46,17.21,0,0,24.7,0
11/29/15,23:00:00,25.2,11.96,42,18.9,0,0,24.7,0
11/29/15,24:00:00,25.2,13.18,38,20.32,0,0,24.4,0
11/30/15,1:00:00,25.3,14.81,39,20.14,0,0,24.3,0
11/30/15,2:00:00,25.1,14.64,39,20.06,0,0,24.2,0
11/30/15,3:00:00,25.1,12.7,41,19.42,0,0,23.7,0
11/30/15,4:00:00,25.1,12.5,39,18.02,0,0,24.4,0
11/30/15,5:00:00,25.1,13.79,47,20.12,0,0,24.5,0
11/30/15,6:00:00,25.1,13.42,47,18.92,0,0,24.5,0
11/30/15,7:00:00,24.9,11.31,39,16.99,0,0,24.5,0
11/30/15,8:00:00,25,12.16,49,22.23,0.064,113,24.5,0
11/30/15,9:00:00,25.2,14.59,65,19.86,0.139,233,24.4,0
11/30/15,10:00:00,25.6,15.05,68,21.2,0.577,702,24.4,0
11/30/15,11:00:00,25.7,14.37,59,19.18,0.92,1055,24.5,0
11/30/15,12:00:00,25.7,12.77,59,18.17,1.037,1172,24.6,0
11/30/15,13:00:00,25.7,11.87,54,18.87,0.887,1019,24.8,0
11/30/15,14:00:00,25.7,12.21,47,17.45,0.989,1118,25,0
11/30/15,15:00:00,25.7,12.59,35,18.57,0.695,819,25.1,0
11/30/15,16:00:00,25.7,12.83,27,18.19,0.301,418,25.2,0
11/30/15,17:00:00,25.5,11.42,28,15.43,0.021,109,25.1,0
11/30/15,18:00:00,25.4,12.29,32,18.3,0.006,27,25,0
11/30/15,19:00:00,25.2,10.17,35,14.07,0,0,25,0
11/30/15,20:00:00,25.2,10.45,36,15.04,0,0,24.9,0
11/30/15,21:00:00,25.2,11.21,34,15.1,0,0,24.9,0
11/30/15,22:00:00,25.2,10.79,39,17.32,0,0,24.9,0
11/30/15,23:00:00,25.2,12.07,43,17.16,0,0,24.8,0
11/30/15,24:00:00,25.1,12.51,45,17.8,0,0,24.6,0
12/1/15,1:00:00,25,11.35,46,14.93,0,0,24.5,0
12/1/15,2:00:00,25,11.86,53,18.28,0,0,24.4,0
12/1/15,3:00:00,24.9,12,39,16.81,0,0,24.4,0
12/1/15,4:00:00,24.8,12.74,53,18,0,0,24,0
12/1/15,5:00:00,24.8,10.8,63,14.88,0,0,24.3,0
12/1/15,6:00:00,24.8,11.14,65,15.89,0,0,24.5,0
12/1/15,7:00:00,24.8,9.48,64,13.26,0,0,24.6,0
12/1/15,8:00:00,25.1,8.96,50,12.6,0.073,130,24.6,0
12/1/15,9:00:00,25.7,8.88,48,13.13,0.376,472,24.8,0
12/1/15,10:00:00,25.5,10.6,65,14.14,0.643,762,24.7,0
